"intercept","loc","studyName","block","geno","Test_weight","Grain_Yield","Plant_height"
1,"Sidney, NE","YldQtl-Val_2014_Sidney","6","NE13700",750,3561,67
1,"Sidney, NE","YldQtl-Val_2014_Sidney","6","NW13572",799,4637,92
1,"Sidney, NE","YldQtl-Val_2014_Sidney","6","NW13499",814.5,4647,89
1,"Sidney, NE","YldQtl-Val_2014_Sidney","6","CO11D1767",781,5450.5,78
1,"Sidney, NE","YldQtl-Val_2014_Sidney","6","CO11D1758W",809.5,4032,77
1,"Sidney, NE","YldQtl-Val_2014_Sidney","6","CO11D1799",772,4677,82.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","6","CO11D1789",796.5,5074,82.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","9","4_19",737,4065,70
1,"Sidney, NE","YldQtl-Val_2014_Sidney","9","4_12",807.5,4415,79
1,"Sidney, NE","YldQtl-Val_2014_Sidney","9","CO11D1657",769,4361.5,73
1,"Sidney, NE","YldQtl-Val_2014_Sidney","9","CO11D1656",772,2901.5,70
1,"Sidney, NE","YldQtl-Val_2014_Sidney","9","CO11D1654",782.5,4610,74.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","9","CO11D1665",783.5,3503.5,70.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","9","CO11D1190",809,5279,86
1,"Sidney, NE","YldQtl-Val_2014_Sidney","9","CO11D1182",814,4536,77
1,"Sidney, NE","YldQtl-Val_2014_Sidney","9","CO11D1174",766.5,3829.5,78
1,"Sidney, NE","YldQtl-Val_2014_Sidney","9","CO11D1186",820.5,4330.5,78
1,"Sidney, NE","YldQtl-Val_2014_Sidney","10","CO11D1119",754,4795,84.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","10","CO11D1125",788,5286,86
1,"Sidney, NE","YldQtl-Val_2014_Sidney","10","CO11D1127",787,4092,81.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","10","CO11D1111",804,3715.5,81
1,"Sidney, NE","YldQtl-Val_2014_Sidney","10","NW13669",783,4371,82
1,"Sidney, NE","YldQtl-Val_2014_Sidney","10","NW13652",809,4166,84.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","10","NH13606",789,4677.5,81
1,"Sidney, NE","YldQtl-Val_2014_Sidney","10","NH13415",806,4872,82
1,"Sidney, NE","YldQtl-Val_2014_Sidney","11","GOODSYN80",797,4438.5,105.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","11","GOODSYN72",769.5,5020.5,95.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","11","NE13628",826,4311,85
1,"Sidney, NE","YldQtl-Val_2014_Sidney","11","NE13449",787,4536,79.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","11","CO11D1431",774,4731,80
1,"Sidney, NE","YldQtl-Val_2014_Sidney","11","CO11D1418",824.5,5151.5,79
1,"Sidney, NE","YldQtl-Val_2014_Sidney","11","CO11D1414",805.5,5655.5,83.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","11","CO11D1409",798.5,5514.5,90
1,"Sidney, NE","YldQtl-Val_2014_Sidney","11","NE13655",772,4250,97
1,"Sidney, NE","YldQtl-Val_2014_Sidney","11","NE13660",807,5185,82
1,"Sidney, NE","YldQtl-Val_2014_Sidney","12","7_105",810.5,3675.5,77.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","12","7_101",808,4620,80
1,"Sidney, NE","YldQtl-Val_2014_Sidney","12","7_9",806.5,3560.5,81
1,"Sidney, NE","YldQtl-Val_2014_Sidney","12","7_29",782,4731.5,87.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","12","7_61",838.5,4596.5,80
1,"Sidney, NE","YldQtl-Val_2014_Sidney","12","7_11",811.5,4959.5,79.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","12","7_45",788.5,4825,82
1,"Sidney, NE","YldQtl-Val_2014_Sidney","12","7_140",803,4919.5,83
1,"Sidney, NE","YldQtl-Val_2014_Sidney","12","7_86",817.5,4149,76.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","12","7_55",778,4196.5,82.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","13","CO11D1353",803.5,5622,92
1,"Sidney, NE","YldQtl-Val_2014_Sidney","13","CO11D1371",799.5,5037,88.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","13","CO11D1397",807.5,4835,76.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","13","CO11D1380",805,4997,81
1,"Sidney, NE","YldQtl-Val_2014_Sidney","13","NE13625",820.5,5168.5,85
1,"Sidney, NE","YldQtl-Val_2014_Sidney","13","NE13695",803.5,4509,92
1,"Sidney, NE","YldQtl-Val_2014_Sidney","13","NH13693",774.5,5212,98
1,"Sidney, NE","YldQtl-Val_2014_Sidney","13","NH13692",797.5,5131.5,98
1,"Sidney, NE","YldQtl-Val_2014_Sidney","13","NE13638",800,5178,80
1,"Sidney, NE","YldQtl-Val_2014_Sidney","13","NE13441",808,4472,83
1,"Sidney, NE","YldQtl-Val_2014_Sidney","14","14_31",810,4183,74.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","14","14_83",822,4778,79.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","14","14_66",814,3574.5,80
1,"Sidney, NE","YldQtl-Val_2014_Sidney","14","14_88",802.5,4260.5,80
1,"Sidney, NE","YldQtl-Val_2014_Sidney","14","14_65",810.5,4966.5,83
1,"Sidney, NE","YldQtl-Val_2014_Sidney","14","14_10",793,4432,74
1,"Sidney, NE","YldQtl-Val_2014_Sidney","14","14_2",813,4438.5,79
1,"Sidney, NE","YldQtl-Val_2014_Sidney","14","14_23",800.5,5309,80
1,"Sidney, NE","YldQtl-Val_2014_Sidney","14","14_71",800,4529,78.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","14","14_22",761.5,4452,78.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","15","HW_240",795,4371,82.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","15","HW_261",773.5,4395,78
1,"Sidney, NE","YldQtl-Val_2014_Sidney","15","HW_175",780.5,4122.5,81.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","15","HW_124",776,4412,85
1,"Sidney, NE","YldQtl-Val_2014_Sidney","15","HW_141",715.5,3759,73.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","15","HW_256",788,3466.5,72
1,"Sidney, NE","YldQtl-Val_2014_Sidney","15","HW_44",785.5,4617,77
1,"Sidney, NE","YldQtl-Val_2014_Sidney","15","HW_133",753,4492.5,75
1,"Sidney, NE","YldQtl-Val_2014_Sidney","15","HW_37",762.5,4412,78
1,"Sidney, NE","YldQtl-Val_2014_Sidney","15","HW_237",773,4482,80
1,"Sidney, NE","YldQtl-Val_2014_Sidney","16","HW_174",763,2720,74
1,"Sidney, NE","YldQtl-Val_2014_Sidney","16","HW_182",744.5,3991,78
1,"Sidney, NE","YldQtl-Val_2014_Sidney","16","HW_83",736,3235,89
1,"Sidney, NE","YldQtl-Val_2014_Sidney","16","HW_267",776,4411.5,88
1,"Sidney, NE","YldQtl-Val_2014_Sidney","16","HW_132",746.5,3103.5,83
1,"Sidney, NE","YldQtl-Val_2014_Sidney","16","HW_98",777.5,4640.5,72
1,"Sidney, NE","YldQtl-Val_2014_Sidney","16","HW_29",788,4078.5,87
1,"Sidney, NE","YldQtl-Val_2014_Sidney","16","HW_246",775.5,4583,86
1,"Sidney, NE","YldQtl-Val_2014_Sidney","16","HW_266",774,4092.5,76
1,"Sidney, NE","YldQtl-Val_2014_Sidney","16","HW_155",757,4092,93
1,"Sidney, NE","YldQtl-Val_2014_Sidney","17","GOODSYN62",768,3029.5,85.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","17","GOODSYN61",755,2989,82.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","17","CO11D1539",785.5,5064,84
1,"Sidney, NE","YldQtl-Val_2014_Sidney","17","CO11D1545",797.5,5474,86.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","17","CO11D1543",791.5,4744.5,93
1,"Sidney, NE","YldQtl-Val_2014_Sidney","17","CO11D1542",792,4862.5,83.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","17","CO11D1686",783,4939.5,76
1,"Sidney, NE","YldQtl-Val_2014_Sidney","17","CO11D1746",815,4317.5,78.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","17","CO11D1731",788.5,3416.5,71
1,"Sidney, NE","YldQtl-Val_2014_Sidney","17","CO11D1715",792,4620,81
1,"Sidney, NE","YldQtl-Val_2014_Sidney","18","NW13536",801,3715.5,65
1,"Sidney, NE","YldQtl-Val_2014_Sidney","18","NW13666",775,4085.5,66.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","18","NW13457",805.5,3947.5,79
1,"Sidney, NE","YldQtl-Val_2014_Sidney","18","NW13615",767.5,4734.5,74
1,"Sidney, NE","YldQtl-Val_2014_Sidney","18","CO11D1316W",793.5,4707.5,83
1,"Sidney, NE","YldQtl-Val_2014_Sidney","18","CO11D1315W",800,4724,89
1,"Sidney, NE","YldQtl-Val_2014_Sidney","18","CO11D1341",816,4956.5,87
1,"Sidney, NE","YldQtl-Val_2014_Sidney","18","CO11D1322",808,4321,83
1,"Sidney, NE","YldQtl-Val_2014_Sidney","18","NE13510",788,4005,77.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","18","NE13470",788,5286,78.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","19","NW13455",787,4112,80.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","19","NW13526",808,4129.5,78
1,"Sidney, NE","YldQtl-Val_2014_Sidney","19","CO11D1559",829.5,4499,84
1,"Sidney, NE","YldQtl-Val_2014_Sidney","19","CO11D1555W",846,4963,82
1,"Sidney, NE","YldQtl-Val_2014_Sidney","19","CO11D1584",819.5,4099,91
1,"Sidney, NE","YldQtl-Val_2014_Sidney","19","CO11D1600W",814.5,5205,88
1,"Sidney, NE","YldQtl-Val_2014_Sidney","19","GOODSYN37",758,4041.5,95
1,"Sidney, NE","YldQtl-Val_2014_Sidney","19","GOODSYN35",778,4694,92
1,"Sidney, NE","YldQtl-Val_2014_Sidney","19","NW13575",832,5410.5,84
1,"Sidney, NE","YldQtl-Val_2014_Sidney","19","NW13502",802.5,4714,81.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","20","NW13516",787.5,4791.5,76
1,"Sidney, NE","YldQtl-Val_2014_Sidney","20","NW13563",778,4657,80
1,"Sidney, NE","YldQtl-Val_2014_Sidney","20","CO11D1156",811,5618.5,87
1,"Sidney, NE","YldQtl-Val_2014_Sidney","20","CO11D1140",806.5,4694,85.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","20","CO11D1159",821,5071,82
1,"Sidney, NE","YldQtl-Val_2014_Sidney","20","NE06545",770,4294,75.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","20","CO11D1221",767,4573,86.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","20","CO11D1213",784.5,4953,76
1,"Sidney, NE","YldQtl-Val_2014_Sidney","20","CO11D1231",787.5,4788.5,93
1,"Sidney, NE","YldQtl-Val_2014_Sidney","20","CO11D1219",801.5,4146,87
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","CT154",707,2811,71.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","CT237",746,3214.5,70
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","CT64",761.5,2750.5,68
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","CT38",774,3053,79
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","CT69",758.5,3298.5,89
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","CT111",721.5,3194.5,74.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","CT213",780,3847,75
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","CT95",789,3188,67
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","CT135",708,2232.5,67.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","CT110",690,2451,60
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","TX1112_63",763.5,3036.5,71
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","TX1112_123",767,2720.5,72
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","TX1112_113",773.5,2169,62
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","TX1112_112",786.5,3134,71.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","TX1112_65",798,4048.5,77
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","TX1112_46",780.5,2888.5,67
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","TX1112_52",805,4643.5,77
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","TX1112_67",829.5,3964.5,78
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","TX1112_111",769.5,4045,82.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","21","TX1112_122",812.5,4442,75
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","CT115",715.5,2643,73
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","CT199",722,3527,76
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","CT103",786,2814.5,70
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","CT125",726.5,2034,79
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","CT112",748.5,2206,76.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","CT185",751,2928.5,73.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","CT163",751,2919,73
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","CT30",763,1960.5,69.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","CT194",740,3675.5,72
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","CT224",755,2212.5,81
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","TX1112_105",814.5,3211.5,75
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","TX1112_108",786,2935.5,71
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","TX1112_11",799,3201,71
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","TX1112_87",792,2740.5,65
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","TX1112_48",797,2959,70
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","TX1112_115",830,3124,72.5
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","TX1112_69",777.5,4119,83
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","TX1112_124",779.5,3103.5,71
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","TX1112_10",828.5,4008,77
1,"Sidney, NE","YldQtl-Val_2014_Sidney","22","TX1112_119",807.5,3140.5,73
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","BESS",778.74995,8229.559433,87.63
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","BESS",772.314,7504.0816,87.63
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","BRANSON",756.86772,7904.685954,77.47
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","BRANSON",759.4421,8216.874502,86.36
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","FEATHERSTONE_VA258",765.87805,8304.483155,95.25
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","FEATHERSTONE_VA258",763.30367,8588.034973,95.25
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","FFR_555W",759.4421,8314.230201,86.36
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","FFR_555W",760.72929,7257.004696,83.82
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL00-8530",786.47309,8002.73787,86.36
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL00-8530",787.76028,7514.605196,91.44
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-10819",771.02681,8379.513986,82.55
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-10819",765.87805,7517.619589,82.55
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-10971",768.45243,8032.407449,80.01
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-10971",772.314,7808.102981,87.63
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-12368",794.19623,7486.328052,86.36
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-12368",796.77061,7452.588278,86.36
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-13178",778.74995,8366.278202,86.36
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-13178",778.74995,8574.699729,90.17
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-14458",772.314,7830.30161,73.66
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-14458",774.88838,7721.787304,78.74
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-14670",777.46276,8213.075908,81.28
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-14670",780.03714,8446.913202,82.55
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-15121",772.314,7392.920137,80.01
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-15121",774.88838,6700.948731,83.82
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-15424",774.88838,7865.537105,80.01
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-15424",780.03714,7837.214056,83.82
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-16207",787.76028,8088.762819,78.74
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-16207",786.47309,8131.74469,82.55
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-17334",778.74995,7705.510349,81.28
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-17334",781.32433,7303.161626,77.47
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-1862",780.03714,7157.835772,90.17
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-1862",781.32433,7210.690926,87.63
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-18670",782.61152,8164.336853,85.09
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-18670",780.03714,7498.110196,87.63
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-20965",786.47309,8369.426482,86.36
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-20965",783.89871,7790.150513,85.09
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-24232",777.46276,8376.032898,82.55
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-24232",778.74995,8644.558659,85.09
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-25066",789.04747,7419.353452,90.17
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-25066",789.04747,6771.21315,83.82
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-25758",776.17557,7349.245873,77.47
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-25758",776.17557,6719.126895,78.74
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-26707",787.76028,7714.029451,81.28
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-26707",790.33466,7299.424238,77.47
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-27938",774.88838,7837.298214,80.01
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-27938",782.61152,8131.966562,83.82
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-29068",786.47309,8763.141343,83.82
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-29068",786.47309,8600.742857,88.9
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-31210",755.58053,7963.810892,81.28
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-31210",753.00615,7861.229737,85.09
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-3229",767.16524,7500.42072,74.93
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-3229",771.02681,7493.909938,77.47
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-37468",773.60119,8021.28327,81.28
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-37468",777.46276,8145.171743,87.63
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-3748",765.87805,7672.531823,82.55
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-3748",771.02681,8392.160664,92.71
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-4448",776.17557,8450.994874,93.98
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-4448",772.314,8226.128075,92.71
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-5169",783.89871,7650.168703,77.47
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-5169",789.04747,8356.649742,86.36
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-6376",777.46276,7633.073119,86.36
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-6376",783.89871,8045.964565,86.36
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-8119",783.89871,8129.384436,88.9
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-8119",778.74995,7384.163862,88.9
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-8643",792.90904,8187.706046,86.36
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-8643",789.04747,7571.098279,90.17
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-9329",771.02681,8061.862808,80.01
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-9329",771.02681,7599.199456,83.82
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-9637",791.62185,8090.794091,85.09
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","IL12-9637",787.76028,8213.45462,87.63
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY03C-1002-02",780.03714,8155.461992,80.01
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY03C-1002-02",778.74995,7633.363847,85.09
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY03C-1195-10-1-5",768.45243,7460.346131,88.9
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY03C-1195-10-1-5",773.60119,7012.37603,85.09
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY03C-1195-10-8-5",781.32433,7621.195341,82.55
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY03C-1195-10-8-5",786.47309,6956.762783,80.01
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY03C-1237-32",777.46276,7994.452116,78.74
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY03C-1237-32",787.76028,7977.689339,82.55
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY04C-1008-68-16-3",774.88838,7642.724531,80.01
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY04C-1008-68-16-3",781.32433,7474.622416,87.63
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY04C-1128-38-1-5",756.86772,7606.150156,95.25
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY04C-1128-38-1-5",762.01648,6431.152947,93.98
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY04C-2004-1-1-1",790.33466,8049.923824,90.17
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY04C-2004-1-1-1",789.04747,7967.406741,88.9
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY04C-2006-41-1-1",785.1859,8246.012355,85.09
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY04C-2006-41-1-1",781.32433,7345.286614,90.17
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY04C-2031-29-6-1",774.88838,7062.966565,95.25
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY04C-2031-29-6-1",774.88838,5831.055482,80.01
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY04C-3051-4-2-1",771.02681,8258.854126,82.55
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY04C-3051-4-2-1",773.60119,8288.240628,85.09
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1020-4-6-5",810.9297,7672.95644,95.25
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1020-4-6-5",805.78094,7059.462525,87.63
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1126-50-12-1",767.16524,7966.706698,91.44
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1126-50-12-1",767.16524,7618.333963,87.63
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1169-45-10-5",789.04747,6907.870713,86.36
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1169-45-10-5",786.47309,6164.968313,88.9
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1169-45-9-3",785.1859,6644.876439,90.17
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1169-45-9-3",794.19623,6572.936507,90.17
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1169-61-14-1",807.06813,6706.105331,82.55
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1169-61-14-1",801.91937,6430.456729,86.36
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1282-17-1-1",799.34499,7768.609848,81.28
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1282-17-1-1",796.77061,7651.832739,82.55
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1287-25-1-3",772.314,7927.607579,86.36
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1287-25-1-3",781.32433,7399.220523,90.17
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1287-28-10-1",783.89871,7457.236104,97.79
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1287-28-10-1",785.1859,7686.739252,97.79
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1287-28-13-5",795.48342,7171.561204,100.33
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY05C-1287-28-13-5",803.20656,7257.494344,106.68
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY06C-1003-139-17-5",780.03714,7734.808867,87.63
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY06C-1003-139-17-5",783.89871,7552.648514,86.36
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY06C-1003-140-3-3",800.63218,7933.819981,87.63
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY06C-1003-140-3-3",803.20656,8229.7354,90.17
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY06C-1003-140-4-3",783.89871,8313.832362,85.09
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY06C-1003-140-4-3",786.47309,7751.73231,83.82
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY06C-1177-15-18-1",781.32433,8733.506191,83.82
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY06C-1177-15-18-1",771.02681,7256.331431,81.28
1,"Blacksburg, VA","ABBmid_2014_Blacksburg","1","KY06C-2020-11-6-1",782.61152,7872.522233,81.28
